states: t,states: v,states: x
81.0,-0.17225954,12.353212
82.0,-0.21947142,12.267082
83.0,-0.21418604,12.157347
84.0,-0.2625832,12.050254
85.0,-0.266666,11.9189625
86.0,-0.27902743,11.785629
87.0,-0.24986789,11.646115
88.0,-0.22396603,11.521181
89.0,-0.2119138,11.409198
90.0,-0.17508927,11.303241
91.0,-0.13600346,11.215696
92.0,-0.08728573,11.147695
93.0,-0.055270046,11.104052
94.0,0.042751223,11.076417
95.0,0.1010758,11.097793
96.0,0.16880396,11.148331
97.0,0.2774544,11.232733
98.0,0.32639298,11.37146
99.0,0.32639298,11.534657
100.0,0.32639298,11.697853
1.0,-2.7896364,85.38999
2.0,-3.2732465,83.99517
3.0,-3.754308,82.35855
4.0,-4.2346563,80.4814
5.0,-4.7107587,78.364075
6.0,-5.177078,76.0087
7.0,-5.624178,73.42016
8.0,-6.0458136,70.60807
9.0,-6.423897,67.58517
10.0,-6.730265,64.373215
11.0,-6.93636,61.008083
12.0,-6.99314,57.5399
13.0,-6.929712,54.04333
14.0,-6.78032,50.578476
15.0,-6.5709515,47.188316
16.0,-6.3385878,43.90284
17.0,-6.027383,40.733547
18.0,-5.698635,37.719856
19.0,-5.327624,34.870537
20.0,-4.931559,32.206726
21.0,-4.5390773,29.740946
22.0,-4.139836,27.471407
23.0,-3.7294345,25.40149
24.0,-3.33224,23.536772
25.0,-2.9381082,21.870651
26.0,-2.5414243,20.401598
27.0,-2.1535156,19.130886
28.0,-1.7948465,18.054129
29.0,-1.4297917,17.156706
30.0,-1.0944431,16.44181
31.0,-0.7599547,15.894589
32.0,-0.47506762,15.514612
33.0,-0.19242829,15.277079
34.0,0.04088384,15.180864
35.0,0.2364428,15.201306
36.0,0.4329359,15.319528
37.0,0.5974826,15.5359955
38.0,0.7024001,15.834737
39.0,0.7963396,16.185936
40.0,0.84138846,16.584106
41.0,0.86031204,17.0048
42.0,0.91001254,17.434958
43.0,0.88773656,17.889963
44.0,0.8459258,18.333832
45.0,0.84940505,18.756794
46.0,0.79128057,19.181496
47.0,0.7308502,19.577135
