D10,relu,N00,1.5154413705477348,N01,0.007586147474786193,N02,0.05439130938045166,N03,0.023117070560459054,B0,1.8851493585053063
D11,relu,N00,1.5867616738043866,N01,0.039269817636743566,N02,0.08048157214135908,N03,0.009732265136958967,B0,-0.09349323349138139
D12,relu,N00,0.09445067747673432,N01,0.03300003377167475,N02,-0.007345547280606192,N03,0.0002332976460947101,B0,-0.0763505881065798
D13,relu,N00,0.6542264218545237,N01,0.013649826985945428,N02,-0.21185844644430635,N03,0.03114464033655551,B0,0.7092646781781938
D14,relu,N00,-4.324576059947193,N01,-0.03189778207671804,N02,-0.23404839702433602,N03,0.05139629553878367,B0,0.21821415403192823
D15,relu,N00,1.130444748641616,N01,0.034881583436123006,N02,0.10894587292152924,N03,0.010738237398173587,B0,0.19444874142365598
D16,relu,N00,-1.1695195111881336,N01,0.01622708150752961,N02,-0.1072725910759686,N03,-0.022098166743000996,B0,1.9114017002038661
D17,relu,N00,0.4600553230737931,N01,0.03476255614429726,N02,-0.014842980511033027,N03,0.001840677113394634,B0,-0.11442348317339146
D18,relu,N00,1.0971434953284596,N01,0.03588639397673136,N02,0.005243102085644227,N03,0.005947486030123659,B0,-0.017416527584352748
D19,relu,N00,0.045781888867088935,N01,0.03551282205974902,N02,0.03708113580076396,N03,0.00018198801823778672,B0,-0.0902501017388988
D110,relu,N00,1.0904386798583747,N01,0.02253414967443125,N02,0.0020162809796760513,N03,0.010384861670696537,B0,0.7490593182745233
D111,relu,N00,2.8300251350320846,N01,0.004763109049757885,N02,0.10186265718412224,N03,-0.0428970225630422,B0,0.5409755299778473
D112,relu,N00,4.9085590125448055,N01,0.0031671335668727874,N02,0.17121918940786607,N03,-0.044225342112169705,B0,-0.948064701079884
D113,relu,N00,1.9092272620441082,N01,0.005518931010686705,N02,-0.2284857116687274,N03,-0.03723705921791187,B0,1.5405743902290019
D114,relu,N00,-1.6895983160620391,N01,0.032385772498569027,N02,-0.15242363226659303,N03,-0.017983710995986783,B0,0.8300954338549944
D115,relu,N00,-1.045481809269151,N01,0.029713784897947522,N02,-0.10032091842161349,N03,-0.0060655144748988235,B0,0.00439565538901987
D116,relu,N00,0.5474570023202725,N01,0.033549264069678814,N02,0.0483812519912586,N03,0.00228032839390268,B0,-0.17388670196253697
D117,relu,N00,0.023965517818678814,N01,0.033923934496814016,N02,0.032550026533989966,N03,4.368934685665422e-08,B0,-0.0745750924273818
