D10,relu,N00,0.3829839082199162,N01,0.027990167230229925,N02,0.013120939337799377,N03,0.005994753900867373,B0,0.18636734262372
D11,relu,N00,0.36539597769044535,N01,0.02918908779017464,N02,0.017212793664162195,N03,0.005897400329274793,B0,0.1846912268055787
D12,relu,N00,0.000818785937640631,N01,0.025349426528777835,N02,-0.005571057839799032,N03,-0.00021483100214590427,B0,-0.007942731348369758
D13,relu,N00,0.008355893868545699,N01,0.02661560370370403,N02,-0.002118614911845087,N03,-0.00012602052018217548,B0,-0.01652121837736309
D14,relu,N00,-1.0548719142507317,N01,-0.0018184697652796472,N02,-0.15171620151433882,N03,-0.07177034284453834,B0,0.3615573285768914
D15,relu,N00,-0.005431186318072898,N01,0.032304933468599244,N02,-0.009310558241663495,N03,-0.0001304245195872538,B0,-0.021603038553996923
D16,relu,N00,0.5551982900654954,N01,0.018138579620796694,N02,0.043699365461951266,N03,0.01585942202333145,B0,0.6887284388341879
D17,relu,N00,0.5197655458390448,N01,-0.0030099753020212403,N02,0.09176886710404922,N03,0.047330795716036565,B0,0.028088468082728246
D18,relu,N00,-0.2719469716368996,N01,0.012104680078294034,N02,-0.09740285220446328,N03,-0.07157603456344645,B0,-0.7124806744050648
D19,relu,N00,-0.05184470983530484,N01,0.031361538862660396,N02,-0.006727201263590117,N03,-0.0004895929851077525,B0,-0.009597452827484698
D110,relu,N00,0.4956045353150418,N01,0.018158878942647706,N02,0.03511431381972789,N03,0.01229895087556439,B0,0.4951137667507428
D111,relu,N00,0.1622815338995859,N01,0.03259621623477941,N02,0.009854169153611007,N03,0.0012217311578422783,B0,-0.06275312868489702
D112,relu,N00,0.45352494601550564,N01,0.02118788162998333,N02,0.02977082165835419,N03,0.02182044531660201,B0,0.47808920975523983
D113,relu,N00,-0.05293293067163015,N01,0.029990994696920435,N02,-0.004789557960705213,N03,-0.0005934661758420892,B0,-0.0059928769287216355
D114,relu,N00,0.05903542775231762,N01,0.0007692881536761095,N02,0.010078286996199207,N03,0.0012183082552499357,B0,-0.2081416438165922
D115,relu,N00,-0.5207818953044905,N01,0.025162940587366945,N02,-0.04325428390807772,N03,-0.009649956070105771,B0,0.5392041766060354
