action: u,states: t,states: v,states: x
0.0606586,54.0,-1.11771,32.4597
0.105017,55.0,-1.05949,31.9009
0.0415614,56.0,-0.880049,31.3711
-0.05109,57.0,-1.12,30.9311
0.0273895,58.0,-1.11811,30.3711
0.10305,59.0,-1.17225,29.812
0.0114403,60.0,-1.17708,29.2259
0.0786201,61.0,-1.17119,28.6374
0.144579,62.0,-1.48295,28.0518
0.139584,63.0,-1.37877,27.3103
0.0814329,64.0,-1.37652,26.6209
0.157211,65.0,-1.40174,25.9327
0.113163,66.0,-1.29636,25.2318
0.0537683,67.0,-1.51651,24.5836
0.139379,68.0,-1.27953,23.8254
0.115183,69.0,-1.25922,23.1856
0.157824,70.0,-1.51857,22.556
0.15184,71.0,-1.50312,21.7967
0.234669,72.0,-1.27619,21.0451
0.255413,73.0,-1.03964,20.407
0.142776,74.0,-0.632881,19.8872
0.183493,75.0,-0.618697,19.5708
0.213529,76.0,-0.412144,19.2614
0.131746,77.0,-0.185159,19.0554
0.161955,78.0,-0.399032,18.9628
0.220685,79.0,-0.495315,18.7633
0.176687,80.0,-0.482251,18.5156
0.293861,81.0,-0.41244,18.2745
0.0337205,82.0,-0.270111,18.0683
0.0473664,83.0,-0.435487,17.9332
0.165165,84.0,-0.550961,17.7155
0.336942,85.0,-0.536415,17.44
0.375667,86.0,-0.395883,17.1718
0.207862,87.0,-0.0271785,16.9738
0.378886,88.0,-0.257438,16.9602
0.309988,89.0,-0.0428091,16.8315
0.24694,90.0,-0.365635,16.8101
0.524508,91.0,-0.178606,16.6273
0.38994,92.0,0.120868,16.538
0.39597,93.0,0.314008,16.5984
0.52956,94.0,0.214264,16.7554
0.513916,95.0,0.380367,16.8626
0.461435,96.0,-0.145326,17.0528
0.145384,97.0,0.0608065,16.9801
0.00564861,98.0,0.250399,17.0105
-0.00602573,99.0,0.614357,17.1357
0.299651,0.0,-0.590972,-90.2246
0.363659,1.0,-0.240282,-90.5201
0.330733,2.0,-0.196987,-90.6402
0.197863,3.0,0.102127,-90.7387
0.324361,4.0,0.340401,-90.6877
0.300757,5.0,0.583253,-90.5175
0.321103,6.0,0.933206,-90.2258
0.27106,7.0,1.44529,-89.7592
0.237146,8.0,1.58895,-89.0366
0.183495,9.0,1.50903,-88.2421
0.27149,10.0,1.89248,-87.4876
0.184038,11.0,2.12232,-86.5414
0.27681,12.0,1.91179,-85.4802
0.193923,13.0,1.94371,-84.5243
0.131253,14.0,2.16566,-83.5524
0.186498,15.0,2.21797,-82.4696
0.237111,16.0,2.41035,-81.3606
0.174156,17.0,3.09985,-80.1554
0.123802,18.0,2.67215,-78.6055
0.139441,19.0,2.779,-77.2695
0.18815,20.0,2.95114,-75.88
0.19929,21.0,3.25865,-74.4044
0.205148,22.0,3.15218,-72.7751
0.128915,23.0,2.78756,-71.199
0.088534,24.0,2.89182,-69.8052
0.258454,25.0,2.89867,-68.3593
0.0906242,26.0,2.79147,-66.91
0.0647349,27.0,3.03689,-65.5142
0.125578,28.0,3.01309,-63.9958
0.136411,29.0,2.96157,-62.4892
0.0932208,30.0,2.92047,-61.0084
0.164295,31.0,2.65167,-59.5482
0.154537,32.0,3.0087,-58.2224
0.104363,33.0,2.91607,-56.718
0.195863,34.0,3.16117,-55.26
0.196451,35.0,3.18988,-53.6794
0.19015,36.0,3.46876,-52.0844
0.199973,37.0,3.56926,-50.3501
0.0486913,38.0,4.04392,-48.5654
0.0164733,39.0,4.1454,-46.5435
0.0166748,40.0,4.16417,-44.4708
-0.156208,41.0,4.47405,-42.3887
-0.12988,42.0,4.62008,-40.1517
-0.191506,43.0,4.54771,-37.8416
-0.176679,44.0,4.52503,-35.5678
-0.0254281,45.0,4.1686,-33.3053
-0.112049,46.0,3.94273,-31.221
0.138573,47.0,3.1731,-29.2496
0.0310768,48.0,3.28833,-27.663
0.139097,49.0,3.11141,-26.0189
-0.133887,50.0,3.31404,-24.4632
-0.0153691,51.0,3.08919,-22.8062
-0.0903059,52.0,3.30347,-21.2616
0.0250829,53.0,3.02409,-19.6098
0.159136,54.0,2.63823,-18.0978
-0.0957689,55.0,2.90916,-16.7787
-0.0420733,56.0,2.78014,-15.3241
-0.0282292,57.0,2.71146,-13.934
0.040591,58.0,2.68644,-12.5783
0.0877562,59.0,2.8052,-11.2351
0.042523,60.0,2.94676,-9.83247
0.0292392,61.0,2.98612,-8.35909
-0.0136628,62.0,3.23636,-6.86602
-0.187029,63.0,3.07607,-5.24785
-0.143622,64.0,3.33607,-3.70981
-0.172101,65.0,3.40026,-2.04178
-0.324383,66.0,3.2245,-0.341646
-0.27204,67.0,3.30317,1.2706
-0.252645,68.0,3.49257,2.92219
-0.32869,69.0,3.39914,4.66848
-0.255024,70.0,3.12378,6.36805
-0.33664,71.0,3.2043,7.92994
-0.116631,72.0,2.95118,9.53209
-0.258158,73.0,2.93356,11.0077
-0.280352,74.0,2.91018,12.4745
-0.267173,75.0,2.80013,13.9295
-0.399867,76.0,2.85633,15.3296
-0.420328,77.0,2.36462,16.7578
-0.290958,78.0,1.76703,17.9401
-0.181047,79.0,1.51943,18.8236
-0.0321267,80.0,1.18887,19.5833
-0.340718,81.0,1.13954,20.1778
-0.226114,82.0,1.12074,20.7475
