states: t,states: v,states: x
32.0,-1.17623,41.2336
33.0,-1.09055,40.6455
34.0,-1.37189,40.1002
35.0,-1.70829,39.4142
36.0,-1.46722,38.5601
37.0,-1.91934,37.8265
38.0,-1.67983,36.8668
39.0,-1.50982,36.0269
40.0,-1.43374,35.272
41.0,-1.44659,34.5551
42.0,-1.67011,33.8318
43.0,-2.02081,32.9968
44.0,-1.71994,31.9864
45.0,-2.32599,31.1264
46.0,-2.22528,29.9634
47.0,-2.25149,28.8508
48.0,-2.25777,27.725
49.0,-2.04986,26.5961
50.0,-2.25139,25.5712
51.0,-2.15064,24.4455
52.0,-2.37348,23.3702
53.0,-2.60068,22.1834
54.0,-2.68691,20.8831
55.0,-2.92571,19.5396
56.0,-2.6269,18.0768
57.0,-2.41174,16.7633
58.0,-2.34012,15.5575
59.0,-2.14168,14.3874
60.0,-2.38809,13.3166
61.0,-2.14442,12.1225
62.0,-1.92757,11.0503
63.0,-1.34191,10.0865
64.0,-1.00022,9.41558
65.0,-0.574039,8.91547
66.0,-0.350643,8.62845
67.0,0.0448067,8.45312
68.0,0.52031,8.47553
69.0,0.875864,8.73568
70.0,0.498766,9.17362
71.0,0.383109,9.423
72.0,0.456843,9.61455
73.0,0.251633,9.84297
74.0,0.725957,9.96879
75.0,0.533494,10.3318
76.0,0.959764,10.5985
77.0,0.983212,11.0784
78.0,0.852719,11.57
79.0,1.00429,11.9964
80.0,1.33567,12.4985
81.0,1.36134,13.1663
82.0,1.49632,13.847
83.0,1.35101,14.5952
84.0,0.810352,15.2707
85.0,0.938177,15.6758
86.0,0.718182,16.1449
87.0,0.716837,16.504
88.0,0.335776,16.8624
89.0,0.0387276,17.0303
90.0,0.0719222,17.0497
91.0,0.368144,17.0857
92.0,0.441881,17.2697
93.0,0.244822,17.4907
94.0,0.462861,17.6131
95.0,0.55311,17.8445
96.0,0.646074,18.1211
97.0,0.842266,18.4441
98.0,1.45623,18.8652
99.0,1.25966,19.5934
100.0,1.32062,20.2232
1.0,-0.307128,111.652
2.0,-0.295085,111.498
3.0,-0.366139,111.35
4.0,-0.857308,111.167
5.0,-0.575302,110.739
6.0,-0.845223,110.451
7.0,-0.990625,110.028
8.0,-1.14149,109.533
9.0,-1.03106,108.962
10.0,-0.794309,108.447
11.0,-0.837138,108.05
12.0,-0.734353,107.631
13.0,-1.12444,107.264
14.0,-1.44746,106.702
15.0,-1.32427,105.978
16.0,-1.50513,105.316
17.0,-1.32431,104.563
18.0,-1.44873,103.901
19.0,-1.93058,103.177
20.0,-1.89664,102.211
21.0,-1.81486,101.263
22.0,-2.37382,100.356
23.0,-2.54872,99.1688
24.0,-2.70876,97.8945
25.0,-2.47032,96.5401
26.0,-2.33297,95.3049
27.0,-2.26726,94.1384
28.0,-2.31451,93.0048
29.0,-2.52058,91.8476
30.0,-2.50446,90.5873
31.0,-3.02923,89.335
32.0,-2.9983,87.8204
33.0,-2.85037,86.3213
34.0,-2.98229,84.8961
35.0,-3.28188,83.4049
36.0,-3.47914,81.764
37.0,-3.45208,80.0244
38.0,-3.48292,78.2984
39.0,-3.76308,76.5569
40.0,-3.68922,74.6754
41.0,-3.29816,72.8308
42.0,-3.17128,71.1817
43.0,-3.5832,69.5961
44.0,-3.80592,67.8045
45.0,-3.43437,65.9015
46.0,-3.75794,64.1843
47.0,-3.90913,62.3054
48.0,-3.93241,60.3508
49.0,-3.78397,58.3846
50.0,-3.78976,56.4926
51.0,-2.92741,54.5977
52.0,-2.82569,53.134
53.0,-2.8563,51.7212
54.0,-2.76501,50.293
55.0,-3.02909,48.9105
56.0,-2.89308,47.396
57.0,-2.60909,45.9494
58.0,-1.94765,44.6449
59.0,-2.05062,43.6711
60.0,-2.09494,42.6458
61.0,-2.31844,41.5983
62.0,-1.98455,40.4391
63.0,-2.21468,39.4468
64.0,-1.80459,38.3394
65.0,-1.76294,37.4372
66.0,-2.0071,36.5557
67.0,-1.66686,35.5521
68.0,-1.88235,34.7187
69.0,-2.17937,33.7775
70.0,-2.09864,32.6878
71.0,-1.46327,31.6385
72.0,-1.52898,30.9069
73.0,-1.40638,30.1424
74.0,-1.44013,29.4392
75.0,-1.16223,28.7192
76.0,-1.06138,28.138
77.0,-0.743595,27.6073
78.0,-1.39996,27.2355
79.0,-1.24633,26.5356
80.0,-1.02985,25.9124
81.0,-0.93339,25.3975
82.0,-0.563432,24.9308
83.0,-0.455351,24.6491
84.0,-0.827616,24.4214
85.0,-1.1678,24.0076
86.0,-1.45099,23.4237
87.0,-1.68256,22.6982
88.0,-1.9791,21.8569
89.0,-2.09853,20.8674
90.0,-1.73311,19.8181
91.0,-1.39899,18.9515
92.0,-1.28757,18.252
93.0,-1.29925,17.6083
94.0,-1.06272,16.9586
95.0,-0.67694,16.4273
96.0,-0.160166,16.0888
97.0,-0.4149,16.0087
98.0,-0.0226958,15.8013
99.0,-0.189063,15.7899
100.0,-0.304929,15.6954
1.0,1.30205,-109.082
2.0,1.51466,-108.431
3.0,1.99336,-107.673
4.0,2.30297,-106.677
5.0,2.61151,-105.525
6.0,2.77464,-104.219
7.0,3.03192,-102.832
8.0,3.48819,-101.316
9.0,3.29077,-99.572
10.0,3.54777,-97.9266
11.0,3.80584,-96.1527
12.0,3.6106,-94.2498
13.0,3.62338,-92.4445
14.0,3.72931,-90.6328
15.0,3.49367,-88.7682
16.0,3.77675,-87.0213
17.0,3.66564,-85.133
18.0,4.1096,-83.3001
19.0,4.15972,-81.2453
20.0,3.84326,-79.1655
21.0,3.75367,-77.2439
22.0,3.84139,-75.367
23.0,3.45505,-73.4463
24.0,3.47176,-71.7188
25.0,3.39142,-69.9829
26.0,3.9255,-68.2872
27.0,4.06756,-66.3245
28.0,3.92306,-64.2907
29.0,3.62635,-62.3291
30.0,3.67544,-60.516
31.0,4.03872,-58.6782
32.0,3.8953,-56.6589
33.0,3.69156,-54.7112
34.0,3.68322,-52.8655
35.0,3.88535,-51.0239
36.0,3.84314,-49.0812
37.0,3.34076,-47.1596
38.0,2.91328,-45.4892
39.0,2.89351,-44.0326
40.0,2.80407,-42.5858
41.0,2.75447,-41.1838
42.0,2.38583,-39.8066
43.0,2.07829,-38.6137
44.0,2.20795,-37.5745
45.0,2.34871,-36.4705
46.0,2.58955,-35.2962
47.0,2.90063,-34.0014
48.0,3.0783,-32.5511
49.0,2.58284,-31.0119
50.0,2.71612,-29.7205
51.0,2.77461,-28.3625
52.0,2.98636,-26.9751
53.0,3.12817,-25.482
54.0,3.22176,-23.9179
55.0,2.94283,-22.307
56.0,3.14785,-20.8356
57.0,3.29595,-19.2617
