4.428007125854492188e+00,2.129785537719726562e+00,-1.612914276123046875e+01
7.522083759307861328e+00,2.638767004013061523e+00,-1.851417350769042969e+01
1.004155063629150391e+01,3.149086952209472656e+00,-2.034834480285644531e+01
1.227468872070312500e+01,3.660716772079467773e+00,-2.179884719848632812e+01
1.427988243103027344e+01,4.173571586608886719e+00,-2.297156715393066406e+01
1.610651779174804688e+01,4.687587261199951172e+00,-2.394507980346679688e+01
1.784090423583984375e+01,5.202789306640625000e+00,-2.478203392028808594e+01
1.923266029357910156e+01,5.656263828277587891e+00,-2.449297523498535156e+01
2.054073905944824219e+01,6.078536987304687500e+00,-2.383105468750000000e+01
2.174637031555175781e+01,6.462532520294189453e+00,-2.276434326171875000e+01
2.284654045104980469e+01,6.805734157562255859e+00,-2.130004119873046875e+01
2.383094406127929688e+01,7.103374004364013672e+00,-1.944267463684082031e+01
2.544015884399414062e+01,7.578153610229492188e+00,-1.987721443176269531e+01
2.708102416992187500e+01,8.062911987304687500e+00,-2.026195716857910156e+01
2.871549224853515625e+01,8.545731544494628906e+00,-2.046296691894531250e+01
3.035563468933105469e+01,9.030043601989746094e+00,-2.052197647094726562e+01
3.195398902893066406e+01,9.500866889953613281e+00,-2.027556228637695312e+01
3.355165481567382812e+01,9.970456123352050781e+00,-1.986877250671386719e+01
3.510492324829101562e+01,1.042497539520263672e+01,-1.915203666687011719e+01
3.659272766113281250e+01,1.085738468170166016e+01,-1.805792999267578125e+01
3.802433013916015625e+01,1.126995658874511719e+01,-1.662532615661621094e+01
3.939154815673828125e+01,1.165955543518066406e+01,-1.483324432373046875e+01
4.066743087768554688e+01,1.201738929748535156e+01,-1.259574699401855469e+01
4.184976196289062500e+01,1.234106254577636719e+01,-9.924558639526367188e+00
4.291022872924804688e+01,1.262209129333496094e+01,-6.725980758666992188e+00
4.381036758422851562e+01,1.284869575500488281e+01,-2.874060630798339844e+00
4.457659530639648438e+01,1.302537155151367188e+01,1.499120593070983887e+00
4.514702224731445312e+01,1.313494396209716797e+01,6.612563133239746094e+00
4.600400924682617188e+01,1.328777503967285156e+01,1.045888042449951172e+01
4.712842941284179688e+01,1.348566150665283203e+01,1.315544605255126953e+01
4.850699234008789062e+01,1.373111438751220703e+01,1.479435825347900391e+01
5.013650131225585938e+01,1.402849197387695312e+01,1.542577266693115234e+01
5.181036758422851562e+01,1.433400154113769531e+01,1.593035984039306641e+01
5.352017593383789062e+01,1.464628696441650391e+01,1.634741592407226562e+01
5.523453903198242188e+01,1.495839118957519531e+01,1.680879211425781250e+01
5.701903915405273438e+01,1.528554534912109375e+01,1.704559898376464844e+01
5.872776031494140625e+01,1.559449481964111328e+01,1.766255760192871094e+01
6.049576187133789062e+01,1.591523551940917969e+01,1.809434127807617188e+01
6.226892471313476562e+01,1.623579978942871094e+01,1.856396102905273438e+01
6.405591583251953125e+01,1.655801963806152344e+01,1.903308486938476562e+01
6.586925506591796875e+01,1.688493156433105469e+01,1.945356369018554688e+01
6.769969940185546875e+01,1.721467781066894531e+01,1.986825942993164062e+01
6.951316833496093750e+01,1.753913688659667969e+01,2.041122055053710938e+01
7.083718872070312500e+01,1.774406051635742188e+01,2.290350532531738281e+01
7.153025054931640625e+01,1.778214836120605469e+01,2.764023971557617188e+01
7.211097717285156250e+01,1.776276206970214844e+01,3.230113601684570312e+01
7.267165374755859375e+01,1.770914840698242188e+01,3.651566314697265625e+01
7.323597717285156250e+01,1.763060951232910156e+01,4.022870635986328125e+01
7.380223846435546875e+01,1.753471565246582031e+01,4.362649154663085938e+01
7.436821746826171875e+01,1.743129348754882812e+01,4.700508499145507812e+01
7.496324920654296875e+01,1.732737922668457031e+01,5.024078750610351562e+01
7.559307861328125000e+01,1.722489929199218750e+01,5.330787277221679688e+01
7.625897979736328125e+01,1.712480926513671875e+01,5.619944763183593750e+01
7.695989227294921875e+01,1.702753067016601562e+01,5.891836547851562500e+01
7.769391632080078125e+01,1.693326377868652344e+01,6.147127914428710938e+01
7.845865631103515625e+01,1.684206771850585938e+01,6.386688995361328125e+01
7.925337982177734375e+01,1.675434303283691406e+01,6.610733795166015625e+01
8.007591247558593750e+01,1.667014503479003906e+01,6.820069122314453125e+01
8.092321777343750000e+01,1.658929061889648438e+01,7.015882873535156250e+01
8.179412078857421875e+01,1.651197433471679688e+01,7.198606109619140625e+01
8.268713378906250000e+01,1.643830299377441406e+01,7.368806457519531250e+01
8.360042572021484375e+01,1.636828231811523438e+01,7.527201080322265625e+01
8.453160095214843750e+01,1.630174636840820312e+01,7.674758148193359375e+01
8.547719573974609375e+01,1.623824310302734375e+01,7.812894439697265625e+01
8.643656158447265625e+01,1.617793464660644531e+01,7.941861724853515625e+01
8.740975952148437500e+01,1.612112426757812500e+01,8.061634063720703125e+01
8.839348602294921875e+01,1.606732940673828125e+01,8.173585510253906250e+01
8.938701629638671875e+01,1.601662445068359375e+01,8.278022003173828125e+01
9.039022064208984375e+01,1.596920204162597656e+01,8.375016021728515625e+01
9.139980316162109375e+01,1.592451381683349609e+01,8.465950775146484375e+01
9.241462707519531250e+01,1.588246917724609375e+01,8.551320648193359375e+01
9.343369293212890625e+01,1.584298610687255859e+01,8.631566619873046875e+01
9.445595550537109375e+01,1.580596065521240234e+01,8.707149505615234375e+01
9.548055267333984375e+01,1.577130699157714844e+01,8.778466796875000000e+01
9.650653076171875000e+01,1.573890781402587891e+01,8.845948028564453125e+01
9.753310394287109375e+01,1.570867347717285156e+01,8.909950256347656250e+01
9.855944061279296875e+01,1.568048191070556641e+01,8.970862579345703125e+01
9.958489227294921875e+01,1.565424633026123047e+01,9.028992462158203125e+01
1.006087112426757812e+02,1.562984180450439453e+01,9.084696197509765625e+01
1.016303558349609375e+02,1.560718441009521484e+01,9.138237762451171875e+01
1.026491775512695312e+02,1.558615493774414062e+01,9.189929199218750000e+01
1.036646804809570312e+02,1.556665515899658203e+01,9.240020751953125000e+01
1.046762619018554688e+02,1.554855728149414062e+01,9.288807678222656250e+01
1.056836318969726562e+02,1.553179454803466797e+01,9.336454010009765625e+01
1.066862030029296875e+02,1.551623058319091797e+01,9.383242034912109375e+01
1.076838150024414062e+02,1.550181388854980469e+01,9.429283905029296875e+01
1.086762619018554688e+02,1.548848152160644531e+01,9.474710083007812500e+01
1.096638031005859375e+02,1.547627258300781250e+01,9.519457244873046875e+01
1.106451797485351562e+02,1.546487903594970703e+01,9.564087677001953125e+01
1.116200561523437500e+02,1.545419120788574219e+01,9.608777618408203125e+01
1.125884323120117188e+02,1.544416809082031250e+01,9.653567504882812500e+01
1.135501174926757812e+02,1.543472480773925781e+01,9.698577117919921875e+01
